Activity ID,Activity Name,Description,Begin Timestamp,Begin Timestamp (Raw Milliseconds),End Timestamp,End Timestamp (Raw Milliseconds),Device,Activity Parent,Activity Type,Event Type,Activity Time Zone,Max. Elevation,Max. Elevation (Raw),Begin Latitude (Decimal Degrees Raw),Begin Longitude (Decimal Degrees Raw),End Latitude (Decimal Degrees Raw),End Longitude (Decimal Degrees Raw),Average Moving Speed,Average Moving Speed (Raw),Max. Heart Rate (bpm),Average Heart Rate (bpm),Max. Speed,Max. Speed (Raw),Calories,Calories (Raw),Duration (h:m:s),Duration (Raw Seconds),Moving Duration (h:m:s),Moving Duration (Raw Seconds),Average Speed,Average Speed (Raw),Distance,Distance (Raw),Max. Heart Rate (bpm),Min. Elevation,Min. Elevation (Raw),Elevation Gain,Elevation Gain (Raw),Elevation Loss,Elevation Loss (Raw)
521075350,6.2mi Easy,"R/W=2;00/:30 Wow! What a beautiful morning!  After all this humidity and rain here comes sun, breeze and cool.","Sun, Jun 15, 2014 7:39 AM",1.40283E+12,"Sun, Jun 15, 2014 8:40 AM",1.40284E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),149 Feet,148.687664,,,,,9:43,9.722470906,183,158,7:16,7.263483784,731,731.0227636,1:01:25,3685,1:00:17,3617,09:54 Minutes per Mile,9.904340517,6.20 Miles,6.200414579,98,149 Feet,148.687664,145 Feet,145.0787402,139 Feet,138.7795276
519456253,3mi Easy w/ Office Team,"R/W=2:00/0:30 Humid, cloudy, drizzly.  Nice run!","Thu, Jun 12, 2014 5:46 PM",1.40261E+12,"Thu, Jun 12, 2014 6:24 PM",1.40261E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),125 Feet,125.0328084,,,,,10:39,10.65270069,174,146,7:26,7.425000502,416,415.9884678,0:37:35,2255.46,0:35:30,2130,11:17 Minutes per Mile,11.28015977,3.33 Miles,3.332488269,98,125 Feet,125.0328084,208 Feet,208.1692913,170 Feet,170.308399
518402366,3mi Easy,"R/W=.3/?? Yeah... my watch settings were all screwed up on the race day.  Today I realized that I did not have programmed walk breaks.  The watch was constantly nagging 'speed up'!  That would explain why my last race was so confusing. Not that I blame the watch only. My low motivation played significant role!
Anyway... interesting run today.  Bad but 'bad run is better than no run at all'.  Drizzly... however nice temperature.  Slow relaxing pace.","Wed, Jun 11, 2014 6:06 AM",1.40248E+12,"Wed, Jun 11, 2014 6:43 AM",1.40248E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),149 Feet,148.687664,,,,,10:01,10.02223833,199,154,6:18,6.299656692,390,389.9742722,0:36:17,2176.57,0:34:58,2098,10:24 Minutes per Mile,10.39757067,3.49 Miles,3.488906039,97,149 Feet,148.687664,259 Feet,258.6286089,274 Feet,274.3766404
516427506,5k Race GW Bridge ,"Nice race but Garmin time is not accurate.  Finish time 28:26.  Well... a bit disappointed but there will be more races this summer to complete.
As I discovered later, my watch was not programmed correctly: no walk breaks, too fast goal pace as for my abilities.  What the hell?
Edit: the official electronic time was 27:05. I guess because the course wast 2/3 downhill. LOL","Sun, Jun 8, 2014 8:26 AM",1.40223E+12,"Sun, Jun 8, 2014 8:54 AM",1.40223E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Race,(GMT-05:00) Eastern Time (US & Canada),791 Feet,790.5183727,,,,,9:29,9.483994595,183,172,5:11,5.18620423,378,378.0411549,0:27:39,1659,0:25:12,1512,10:23 Minutes per Mile,10.39074477,2.66 Miles,2.657107492,126,791 Feet,790.5183727,"2,583 Feet",2583.070866,"2,832 Feet",2832.217848
512811700,3mi Easy w/ Office Team,"R/W=2:00/0:30.  Not bad weather, cloudy, humid and warm.  
Interestingly, the third segment heart rate is sky rocketing... I guess too much gossiping, not enough breathing.","Thu, May 29, 2014 5:47 PM",1.4014E+12,"Thu, May 29, 2014 6:25 PM",1.4014E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),117 Feet,117.1587927,,,,,11:20,11.33295189,165,141,8:00,7.994800804,367,367.0626871,0:38:05,2285.28,0:37:39,2259,11:28 Minutes per Mile,11.4647934,3.32 Miles,3.322173507,93,117 Feet,117.1587927,99 Feet,99.34383202,102 Feet,102.4934383
508777616,5k Test run,"R/W=0.45/0.05
Test run before Geo Wash Bridge 5k.  
Experimental run with .5mi intervals, which are longer than in my typical 5k runs (usually 2min/30sec).  Will do another test with .33mi intervals (R/W=0.3mi/0.03).
Nice cool air, cloudy sky.
I can't say that I am happy with the time but...  at least I feel like I am where I was last fall.  My last year PR was 28:12 so is it unrealistic to hope finish under 28min?","Wed, May 28, 2014 8:08 AM",1.40128E+12,"Wed, May 28, 2014 8:36 AM",1.40128E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),128 Feet,128.1824147,,,,,9:05,9.076313109,181,163,6:17,6.291035714,360,359.9028167,0:28:29,1708.61,0:28:02,1682,09:13 Minutes per Mile,9.219904483,3.09 Miles,3.08862493,116,128 Feet,128.1824147,167 Feet,167.1587927,142 Feet,141.9291339
508777606,1mi Warmup for 5k,Having the warmups as separate run artificially inflates number of runs but how to not mix them with actual ones?,"Wed, May 28, 2014 7:54 AM",1.40128E+12,"Wed, May 28, 2014 8:05 AM",1.40128E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),125 Feet,125.0328084,,,,,10:27,10.45390072,154,141,8:51,8.844248956,116,115.9898998,0:10:34,633.51,0:10:25,625,10:36 Minutes per Mile,10.59624103,1.00 Miles,0.996437058,95,125 Feet,125.0328084,80 Feet,80.41338583,99 Feet,99.34383202
507390364,3.2mi Very Easy,R/W=2:00/0:30 Very easy jog. My legs were really tired after Saturday intervals and weekend of backyard work. Had to postpone my long run and just go easy.,"Mon, May 26, 2014 7:39 AM",1.4011E+12,"Mon, May 26, 2014 8:14 AM",1.40111E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),213 Feet,213.3530184,,,,,10:10,10.16606572,166,144,6:23,6.387845261,352,352.0269593,0:35:14,2113.69,0:33:14,1994,10:47 Minutes per Mile,10.77628458,3.27 Miles,3.26904627,89,213 Feet,213.3530184,326 Feet,326.4435696,331 Feet,331.167979
505805712,6.3mi Intervals,"R/W=x.1+5x.25+2:00/0:30+5
Getting warmer... enjoyed this run even though 1/4 mile intervals were kind of tough. Love birds, chipmunks and squirrels minding their own business and looking at me with with this ""what the hell?"" look.","Sat, May 24, 2014 7:23 AM",1.40093E+12,"Sat, May 24, 2014 8:28 AM",1.40093E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),172 Feet,172.3425197,,,,,9:46,9.762778158,170,151,6:02,6.041243848,718,717.8963346,1:04:59,3899,1:01:38,3698,10:18 Minutes per Mile,10.29278771,6.31 Miles,6.313094031,95,172 Feet,172.3425197,438 Feet,438.3858268,402 Feet,402.1325459
505037508,3.4mi Easy w/ Office Team,R/W=2:00/0:30 Progressive run with fast finis.  The team is doing better and better to the point that... I finished on the second place!,"Thu, May 22, 2014 5:51 PM",1.4008E+12,"Thu, May 22, 2014 6:30 PM",1.4008E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),131 Feet,131.332021,,,,,11:10,11.1609586,181,139,4:12,4.195096774,381,380.9051031,0:39:28,2368,0:37:36,2256,11:43 Minutes per Mile,11.71232776,3.37 Miles,3.368888193,85,131 Feet,131.332021,155 Feet,154.5275591,192 Feet,192.3884514
503363021,3.5mi Easy,R/W=.22/.03+.42/.03+.95/.05 Nice and cool.  Overall I thought that ran faster.,"Tue, May 20, 2014 6:22 AM",1.40058E+12,"Tue, May 20, 2014 6:55 AM",1.40058E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),150 Feet,150.2624672,,,,,9:23,9.375960805,171,155,7:01,7.016512363,386,385.9170123,0:33:17,1997.28,0:32:45,1965,09:32 Minutes per Mile,9.529984223,3.49 Miles,3.49297602,108,150 Feet,150.2624672,118 Feet,118.2742782,120 Feet,119.8490814
501780176,6.2mi Easy - PR,"R/W=.23/.02+.43/.02+.95/.05
Beautiful morning, perfect temperature, day for a PR!
In fact I missed my 6.2mi mark and finished under 59 min, the watch is showing 59:10 though... Well, since this is not a world record, I will take it.","Sun, May 18, 2014 6:47 AM",1.40041E+12,"Sun, May 18, 2014 7:47 AM",1.40041E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),171 Feet,170.7677165,,,,,9:22,9.36071759,184,163,6:37,6.622335772,740,740.0919327,0:59:10,3550,0:58:09,3489,09:31 Minutes per Mile,9.523007589,6.21 Miles,6.21213364,98,171 Feet,170.7677165,319 Feet,318.5367454,304 Feet,304.3635171
500211831,3.3mi Easy w/ Office Team,R/W=2:00/0:30 Drizzly and cool.  Nice ,"Thu, May 15, 2014 5:41 PM",1.40019E+12,"Thu, May 15, 2014 6:18 PM",1.40019E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),133 Feet,132.9068241,,,,,10:33,10.54989249,169,143,5:54,5.90024617,360,359.9028167,0:37:00,2219.51,0:34:31,2071,11:18 Minutes per Mile,11.3064181,3.27 Miles,3.271755448,120,133 Feet,132.9068241,196 Feet,195.5380577,185 Feet,184.5144357
499857177,4.2 mi Intervals,"5x2:00/0:30 + 5x0.1/1:00 + 5x0.25/2:00
Humid and drizzly.","Thu, May 15, 2014 6:16 AM",1.40015E+12,"Thu, May 15, 2014 7:00 AM",1.40015E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),231 Feet,230.675853,,,,,10:15,10.25619191,175,151,6:10,6.174593951,497,496.8950029,0:43:59,2639.07,0:42:57,2577,10:30 Minutes per Mile,10.50322406,4.19 Miles,4.187712509,105,231 Feet,230.675853,538 Feet,537.7296588,536 Feet,536.1548556
499138089,3mi Easy,,"Tue, May 13, 2014 6:20 AM",1.39998E+12,"Tue, May 13, 2014 6:50 AM",1.39998E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Uncategorized,(GMT-05:00) Eastern Time (US & Canada),125 Feet,125.0328084,,,,,9:42,9.70663519,,,7:59,7.978254272,476,475.8927165,0:30:16,1815.52,0:29:36,1776,09:55 Minutes per Mile,9.922629685,3.05 Miles,3.049459904,,125 Feet,125.0328084,129 Feet,129.2979003,161 Feet,160.8595801
497294517,Muddarella! w/ Office Team,Full of mudd obstacle course and stepping stone for Tough Mudder with the office team next year,"Sat, May 10, 2014 1:02 PM",1.39973E+12,,,Garmin Connect 14.4.0.1,Any Activity Type,Other,Uncategorized,(GMT) Greenwich Mean Time,,,,,,,,,,,,,,,,,,,,,5.00 Miles,5,,,,,,,
495971760,3mi Easy,"R/W=.23+.47+.95/.5
Hazy and humid.  Higher temperatures definitely don't work well for me.  I ran a bit too fast my second mile and had to slow down the third one. ","Fri, May 9, 2014 6:14 AM",1.39963E+12,"Fri, May 9, 2014 6:46 AM",1.39963E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),269 Feet,268.5367454,,,,,9:31,9.510586726,175,159,7:03,7.057256752,402,401.9073895,0:32:29,1949,0:31:34,1894,09:47 Minutes per Mile,9.785961898,3.32 Miles,3.319110147,104,269 Feet,268.5367454,207 Feet,206.5944882,200 Feet,200.2624672
495422301,3mi Easy Jog w/ Office Team,"R/W=2:00/0:30 Perfect weather, nice breeze.","Wed, May 7, 2014 5:38 PM",1.3995E+12,"Wed, May 7, 2014 6:18 PM",1.3995E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),155 Feet,154.9868766,,,,,11:09,11.14628148,180,137,5:32,5.53083723,381,380.9051031,0:39:27,2367.49,0:37:05,2225,11:52 Minutes per Mile,11.86009436,3.33 Miles,3.326970492,95,155 Feet,154.9868766,197 Feet,197.1128609,180 Feet,179.7900262
493529881,5mi Easy,R/W=0.2+0.45+0.95/0.05,"Mon, May 5, 2014 6:13 AM",1.39928E+12,"Mon, May 5, 2014 7:00 AM",1.39929E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),169 Feet,169.1929134,,,,,9:25,9.416977035,169,154,6:23,6.390260304,573,573.028291,0:47:44,2863.89,0:46:39,2799,09:38 Minutes per Mile,9.635293448,4.95 Miles,4.953819693,102,169 Feet,169.1929134,230 Feet,230.2493438,186 Feet,186.0892388
491867188,3.4mi Easy,"R/W=0.2+0.45+0.95/0.05
What a beautiful morning!  Garmin site is showing 41F but my feeling is that it was closer to 50F.  Just Googled ""rectus femoris injury"" and looks like that I strained it in both legs.  Last week a had a bit of a problem walking down stairs with pain on the front of my thighs.  ""This muscle is particularly vulnerable to eccentric stress forces and injures caused by forceful movements such as when starting to sprint"".  Here you go!  My bet is on an instance of goofing around during the last half marathon race when I sprang to a sprint after high-five-ing a sign ""Touch for extra energy!"".  My initial feeling was that I just needed a walking break as I ran out of breath but perhaps cost of being funny was higher... ","Sat, May 3, 2014 6:23 AM",1.39911E+12,"Sat, May 3, 2014 6:53 AM",1.39911E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),120 Feet,120.308399,,,,,9:28,9.461728479,177,155,5:47,5.78965801,369,368.9719858,0:30:26,1826.43,0:30:17,1817,09:31 Minutes per Mile,9.510833652,3.20 Miles,3.20061466,114,120 Feet,120.308399,93 Feet,93.04461942,49 Feet,48.88451444
499138075,Untitled,,"Sat, May 3, 2014 6:19 AM",1.39911E+12,"Sat, May 3, 2014 6:22 AM",1.39911E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Uncategorized,(GMT-05:00) Eastern Time (US & Canada),97 Feet,96.65354331,,,,,10:15,10.25749982,150,139,9:19,9.321337838,30,30.07145551,0:02:51,171.42,0:02:34,154,11:25 Minutes per Mile,11.41779623,0.25 Miles,0.250226179,96,97 Feet,96.65354331,0 Feet,0,0 Feet,0
491867167,3.3mi Easy Jog w/ office team,"R/W=2:00/0:30
Fun jog with the office crew.  I am really proud of them!  Picking now our next 5k race - perhaps Geo Washington bridge in June?","Thu, May 1, 2014 5:49 PM",1.39898E+12,"Thu, May 1, 2014 6:30 PM",1.39898E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),168 Feet,167.6181102,,,,,11:37,11.61641425,180,140,5:07,5.115054495,407,406.9192987,0:41:39,2499.01,0:38:49,2329,12:28 Minutes per Mile,12.46437758,3.34 Miles,3.341535433,100,168 Feet,167.6181102,240 Feet,239.6981627,222 Feet,222.3425197
488442017,13.1mi Race Jersey Shore (half) - PR,"My first 'big' race with all the nerves, confusion and fun.  First of all I did not read race director newsletters on time.  As a result, did not pick up my bib ahead and did not make it with payment for race day pickup.  The organizers penalize guys like me with bib dispensing delay - only 30 minutes before the gun time.  Well... next time will read more carefully.
Cold in the morning, windy at times, chilly after the race. All in all: good cooling, works for a fatty like me.
In the end had my half marathon PR, so not bad at all.","Sun, Apr 27, 2014 6:51 AM",1.3986E+12,"Sun, Apr 27, 2014 9:03 AM",1.3986E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Race,(GMT-05:00) Eastern Time (US & Canada),89 Feet,88.74671916,,,,,9:56,9.928358377,183,168,4:47,4.786709258,"1,723",1722.903471,2:12:20,7940,2:10:58,7858,10:02 Minutes per Mile,10.03092699,13.19 Miles,13.19116982,150,89 Feet,88.74671916,464 Feet,463.6154856,438 Feet,438.3858268
485973762,3.7mi Very Easy w/ office team,,"Wed, Apr 23, 2014 5:45 PM",1.39829E+12,"Wed, Apr 23, 2014 6:31 PM",1.39829E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),122 Feet,121.8832021,,,,,11:49,11.82017062,,,5:10,5.163778492,546,546.059446,0:46:32,2792,0:43:45,2625,12:34 Minutes per Mile,12.57152821,3.70 Miles,3.70130314,,122 Feet,121.8832021,285 Feet,285.4330709,225 Feet,225.492126
483390821,3.5mi Very Easy,"R/W=.2+.45+.95/.05
Very easy run.  One week to Long Branch half so tapering.  Pair of running shoes: $105, Long Branch half downgraded from full: $100+$35, meeting friendly dog on you Sunday easy run: priceless!","Sun, Apr 20, 2014 7:21 AM",1.39799E+12,"Sun, Apr 20, 2014 7:58 AM",1.398E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),155 Feet,154.9868766,,,,,10:16,10.2692208,157,145,7:52,7.868262688,405,405.01,0:36:44,2204,0:35:53,2153,10:31 Minutes per Mile,10.51228605,3.49 Miles,3.494262258,97,155 Feet,154.9868766,145 Feet,145.0787402,142 Feet,141.9291339
480471966,15.25mi Long,"R/W=.2+.45+.95/.05
Damn watch crashed 2 miles from home... well, seriously I have to look into the battery problem or find something new like with Bluetooth.
This wasn't my best run and with temperature increase, I will need to carry more water. Stepped on a scale after the run: 2 lbs less - this is what you call a dehydration! 
Strong wind, drizzle and heavy rain at the end did not help.  All in all: around 3h.","Tue, Apr 15, 2014 8:50 AM",1.39757E+12,"Tue, Apr 15, 2014 11:14 AM",1.39757E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),257 Feet,257.480315,,,,,10:32,10.53318951,170,157,5:25,5.419388376,"1,600",1599.992363,2:24:20,8659.88,2:21:13,8473,10:46 Minutes per Mile,10.76550893,13.41 Miles,13.40682912,106,257 Feet,257.480315,841 Feet,840.5183727,841 Feet,840.5183727
477051614,6mi Easy,"R/W=.2+.45+.95/.05
Exploring new course in the neighborhood. Too much looping as fo my taste but overall, was nice.  The West does not seem to have the same potential as East but for easy run is OK. ","Thu, Apr 10, 2014 5:56 AM",1.39712E+12,"Thu, Apr 10, 2014 6:58 AM",1.39713E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),116 Feet,115.5839895,,,,,9:46,9.759567118,172,157,7:44,7.726420615,476,475.8927165,1:01:28,3688,1:01:02,3662,09:50 Minutes per Mile,9.826807391,6.25 Miles,6.253690945,104,116 Feet,115.5839895,284 Feet,283.8582677,285 Feet,285.4330709
476491117,3.5mi Easy,"R/W=.2+.45+.95/.05 
It looks that the number of calories per mile went down by at least 20% according to my watch.  Need to check if this is due lower AvgHR?","Wed, Apr 9, 2014 6:14 AM",1.39704E+12,"Wed, Apr 9, 2014 6:48 AM",1.39704E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),199 Feet,199.1469816,,,,,9:27,9.444868653,174,153,6:45,6.752086563,279,278.9962816,0:33:52,2031.61,0:32:53,1973,09:44 Minutes per Mile,9.725438218,3.48 Miles,3.481611141,102,199 Feet,199.1469816,167 Feet,167.1587927,172 Feet,171.8832021
474623093,13.5mi Long ,"R/W=.25+.5+1/0.05
Nice run, glad to make half in less than 2:20.  If the Jersey Shore half is flatter, then I have a chance to cut the time a bit.  But... have to remember to enjoy the race first of all.
Not sure what to do with my watch: with GPS it just died immediately after I completed the run.  So there is no way to use GPS on the full marathon?  Can I come up with some auxiliary power supply?  LOL","Sun, Apr 6, 2014 7:37 AM",1.39678E+12,"Sun, Apr 6, 2014 9:59 AM",1.39679E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),253 Feet,252.7559055,,,,,10:20,10.33207368,183,162,7:21,7.346506134,"1,218",1217.893948,2:21:49,8509,2:20:18,8418,10:27 Minutes per Mile,10.44331101,13.58 Miles,13.57907321,106,253 Feet,252.7559055,733 Feet,733.3005249,727 Feet,726.9685039
472675024,3.5mi Easy,"R/W=.25+.5+1/.05
Changed the intervals from time to distance: 2x(0.2+0.05) + 3x(0.45+0.05) + Nx(0.95+0.05)
Not sure whether this was a watch malfunctioning but did not hear beep to start running splits so there was a lot of walking. [edit: I missed walking breaks for 0.45 run intervals. Dang!]
Will give it a chance again.","Thu, Apr 3, 2014 6:15 AM",1.39652E+12,"Thu, Apr 3, 2014 6:50 AM",1.39652E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),134 Feet,134.4816273,,,,,9:47,9.788935576,173,151,7:36,7.593099074,281,280.9055804,0:34:51,2090.68,0:34:17,2057,09:57 Minutes per Mile,9.949213335,3.50 Miles,3.502253092,102,134 Feet,134.4816273,227 Feet,227.0669291,238 Feet,238.1233596
471538581,5mi Easy,"R/W=2+4+7/0:30
Tried new circuit - not bad.  The furthest eastbound leg kind of sucks as it goes by some factory and there is no sidewalk while the traffic is quite heavy.  The saving grace was the sun right in my face so at least the drivers were not blinded.
So, 4 weeks left until the 1/2D-day...","Tue, Apr 1, 2014 6:15 AM",1.39635E+12,"Tue, Apr 1, 2014 7:03 AM",1.39635E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),155 Feet,154.9868766,,,,,9:29,9.480127479,173,156,7:09,7.144267775,403,403.1007012,0:48:28,2908.43,0:46:56,2816,09:47 Minutes per Mile,9.791295157,4.95 Miles,4.950706623,102,155 Feet,154.9868766,602 Feet,602.3950131,601 Feet,600.82021
469488516,6mi Easy,"R/W=2+4+7.00/0:30

At first chilly later drizzly but comfortable temperature. Glad to have Avg pace below 10.  Need to run more during week days... ","Sat, Mar 29, 2014 9:58 AM",1.3961E+12,"Sat, Mar 29, 2014 10:58 AM",1.39611E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),185 Feet,184.9409449,,,,,9:39,9.657274703,181,162,7:13,7.22159623,533,532.933017,1:00:20,3620,0:59:31,3571,09:47 Minutes per Mile,9.788841887,6.16 Miles,6.162883759,101,185 Feet,184.9409449,235 Feet,234.9737533,254 Feet,253.9041995
466886741,3mi Easy,,"Mon, Mar 24, 2014 6:18 AM",1.39566E+12,"Mon, Mar 24, 2014 6:50 AM",1.39566E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),119 Feet,118.7335958,,,,,9:38,9.625126839,173,152,4:23,4.376376255,253,252.982086,0:31:24,1884.09,0:30:31,1831,09:54 Minutes per Mile,9.904208206,3.17 Miles,3.170521654,99,119 Feet,118.7335958,202 Feet,201.8372703,221 Feet,220.7677165
465359014,3.5mi Easy,"R/W=2+4+7:00/0:30
Nice chilly morning.  Again life interfered with my running this week.  Oh well... but back on the streets. Avg. pace 9:37... happy to be under 10 ","Sat, Mar 22, 2014 7:41 AM",1.39549E+12,"Sat, Mar 22, 2014 8:14 AM",1.39549E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),125 Feet,125.0328084,,,,,9:17,9.284457131,179,158,5:38,5.638452876,284,284.0081909,0:33:28,2008.48,0:32:22,1942,09:36 Minutes per Mile,9.602289628,3.49 Miles,3.486116082,90,125 Feet,125.0328084,76 Feet,75.68897638,74 Feet,74.11417323
463791601,3.3mi Easy,"R/W=2+4+7:00/0:30
Another attempt to bypass nasty sidewalk-less chunk of the course.  Reading my previous 'output' and I am convenience that this was handbook example of runner's high.  I must have been tripping thinking that it is possible for me to run full at the end of April.  Need to call them and switch to half.","Wed, Mar 19, 2014 6:15 AM",1.39522E+12,"Wed, Mar 19, 2014 6:50 AM",1.39523E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),136 Feet,136.0564304,,,,,10:14,10.24109927,171,152,6:46,6.768392714,270,269.9271125,0:34:08,2048.04,0:33:56,2036,10:18 Minutes per Mile,10.30166058,3.31 Miles,3.313449455,103,136 Feet,136.0564304,205 Feet,205.019685,259 Feet,258.6286089
461928714,11mi Long,"R/W=2+4+7.00/0:30 Windy... for the most of the time the wind was quite challenging.  
Slow, relaxing run to have sense where I am in regards to longer runs.  Not very promising because my previous 10mi on Nov 15 I did with 10:12 avg pace.  Today: 10:41 at the same average HR.  During the run for the most of the time I was juggling with a dilemma whether I should attempt  full on Apr 27 or just drop to half... Not sure what to do.","Sun, Mar 16, 2014 6:24 AM",1.39497E+12,"Sun, Mar 16, 2014 8:21 AM",1.39497E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),243 Feet,243.3070866,,,,,10:32,10.53448328,199,157,5:14,5.240629155,941,941.0456275,1:56:32,6991.89,1:54:53,6893,10:41 Minutes per Mile,10.6856156,10.91 Miles,10.90545589,111,243 Feet,243.3070866,845 Feet,845.2427822,877 Feet,876.8044619
460646025,3mi Easy,"R/W=2+4+7.00/0:30 Really nice and easy run.  It seemed at the beginning that was really cold but it did not feel that way, perhaps because the wind stopped.  
Last time I realized that my L Achilles tendon does not bother me too much any more.  Perhaps winter recovery period wasn't a complete waste?","Fri, Mar 14, 2014 6:16 AM",1.39479E+12,"Fri, Mar 14, 2014 6:50 AM",1.39479E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),133 Feet,132.9068241,,,,,9:47,9.788953346,172,156,7:36,7.59887606,279,278.9962816,0:33:11,1991.04,0:32:00,1920,10:09 Minutes per Mile,10.15114462,3.27 Miles,3.268990346,105,133 Feet,132.9068241,208 Feet,208.1692913,210 Feet,209.7440945
459629206,3mi Easy,R/R=2+4+7.00/0:30 Not sure what the hell happened with HR monitor on mile 2.  This can't be real,"Wed, Mar 12, 2014 5:58 AM",1.39462E+12,"Wed, Mar 12, 2014 6:31 AM",1.39462E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),147 Feet,147.1128609,,,,,10:06,10.09957618,189,157,7:36,7.60076863,273,273.029723,0:33:27,2007.21,0:33:16,1996,10:09 Minutes per Mile,10.15629775,3.29 Miles,3.293870049,106,147 Feet,147.1128609,104 Feet,104.0682415,96 Feet,96.19422572
457750143,6mi Long(er),"R/W=2+4+7:00/0:30
On the street again... Even though the chilly wind was brutal on the last leg of the run, loved it. Ten times better than gym!
Unfortunately I have to face reality: I don't think that I will be able to finish full marathon on April 27 without risking some kind of injury.  Well... will run half then.  ","Sun, Mar 9, 2014 8:39 AM",1.39437E+12,"Sun, Mar 9, 2014 9:40 AM",1.39437E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),198 Feet,197.5721785,,,,,9:45,9.752150666,174,161,6:52,6.871688188,540,540.0928874,1:01:41,3701,1:00:06,3606,10:00 Minutes per Mile,10.00796207,6.16 Miles,6.162740843,93,198 Feet,197.5721785,240 Feet,239.6981627,257 Feet,257.0538058
